,ZIP,Latitude,Longitude,Area
0,10115,52.53196650218442,13.383747300090633,2.3070980510421926
1,10117,52.51748028307446,13.387817623322317,3.4410654115567283
2,10119,52.53012398530497,13.405503786661203,0.9754437558123126
3,10178,52.5202939637052,13.404316630473476,1.8586717989094077
4,10179,52.51381509269123,13.415302862241422,2.199530375969004
5,10243,52.5119674619765,13.437130772523659,2.8531265736184857
6,10245,52.5002819997425,13.458049202047018,3.405813687543201
7,10247,52.51591905994625,13.465504619343779,1.7961937727460826
8,10249,52.523187276507215,13.441508663523354,2.2792668077293285
9,10315,52.51685799724518,13.516403280857105,3.4451803996402366
10,10317,52.49849179639421,13.483952733846017,4.203915380546218
11,10318,52.48311907372256,13.526244458942259,6.69862728031519
12,10319,52.500572470494824,13.527168044240938,3.450313867860101
13,10365,52.520607032988075,13.496522263733254,5.017908034899566
14,10367,52.523850947176996,13.482537701053403,1.7211185364552797
15,10369,52.53154157640202,13.469848405767406,1.5528168642910527
16,10405,52.53554843081457,13.425763297286528,1.8881502778612909
17,10407,52.5342098330089,13.449521137932983,2.800580516866871
18,10409,52.544058275436115,13.441898052929782,1.7343727502192416
19,10435,52.53723798689336,13.4103805612468,0.8643018886932403
20,10437,52.54620090298202,13.410957457287079,1.474855980600626
21,10439,52.551611094788996,13.40801212223914,1.6877820197612192
22,10551,52.53091040012086,13.33644304105842,1.0143395327086342
23,10553,52.5292617192339,13.321760070081979,1.6083488132695984
24,10555,52.52035123523991,13.335575280394938,0.9631658615294929
25,10557,52.52597117261221,13.363707060231178,3.7956736690289348
26,10559,52.529691615523475,13.349149928399656,1.2221410481292625
27,10585,52.516299722600415,13.305794953872812,0.7733187833429613
28,10587,52.5179147162103,13.3188444884264,1.4664890736679677
29,10589,52.52771118819124,13.305196624177551,1.819057216970276
30,10623,52.509083928396,13.325766075001752,1.1629063167833515
31,10625,52.50975849535829,13.314678761932512,0.6264442650070837
32,10627,52.50751219226886,13.303194184038176,0.7213866365056835
33,10629,52.50253914530114,13.30732736908794,0.6414026622802214
34,10707,52.49605790291086,13.313899610760238,0.8454939309380347
35,10709,52.49434047964566,13.302913421584787,0.9864407379105934
36,10711,52.49692851315586,13.289111164726428,1.0459115816174056
37,10713,52.48506006453141,13.312576019441963,1.2892254836936587
38,10715,52.48294578199374,13.328562157809209,1.1771264372203605
39,10717,52.491059374223425,13.328005778714601,0.829052766065601
40,10719,52.49827353520378,13.326005800905278,0.8758543064741681
41,10777,52.497751045156704,13.34347550496544,0.6881305842796372
42,10779,52.49177162277469,13.340555733625955,0.5159347092195856
43,10781,52.49356479740841,13.353032446180833,0.7122170384193364
44,10783,52.49627891257836,13.364798349941868,0.6359007762138911
45,10785,52.50498672670219,13.36278078859628,3.0538646482307272
46,10787,52.50687713859137,13.342444879277366,1.4392380461123067
47,10789,52.50213945160641,13.33802013274933,0.4459303988629351
48,10823,52.48653537622232,13.351008447914529,0.5028821733373111
49,10825,52.48426262081023,13.340762055047186,0.691319885670382
50,10827,52.48343342627258,13.352891221798656,0.8718678365053659
51,10829,52.47603023035664,13.356234759904057,2.6396545146925563
52,10961,52.492369136504905,13.396956973983809,1.4285748741703899
53,10963,52.50002119155498,13.381939419347736,1.4754711003939585
54,10965,52.48689701381572,13.386374411733408,3.1903456166688633
55,10967,52.49044935077463,13.416090754628382,1.1821498076746475
56,10969,52.502366848212745,13.402260991933435,1.971665051562593
57,10997,52.50135021011745,13.43306386726362,1.5789140202300007
58,10999,52.497380985617994,13.423409999304434,1.415462230956334
59,12043,52.4796405242904,13.43905047210287,0.7207683986259396
60,12045,52.48572866247662,13.436603104694711,0.6733164841542107
61,12047,52.490750639525686,13.430264955775828,0.5197797959975199
62,12049,52.47784326292846,13.422206146811078,1.1008557879812941
63,12051,52.46662767155326,13.429143693121645,1.5140217468427961
64,12053,52.47751012845116,13.43227837509306,0.8505592186870264
65,12055,52.47175048842412,13.44741334363084,0.8775834277933273
66,12057,52.47223546393909,13.464158219827485,3.169486192673588
67,12059,52.478802891709634,13.4515351916001,1.218140814085749
68,12099,52.46486076413538,13.4032649402697,6.334656069352859
69,12101,52.47856783053355,13.379993241873953,2.2900801088963325
70,12103,52.46353085593425,13.373169879678208,2.197453355969017
71,12105,52.448452624204876,13.37222716750836,3.366951515660814
72,12107,52.42931296490929,13.39663130505328,4.423332132898056
73,12109,52.44567145726543,13.399561361641425,2.9703047241508798
74,12157,52.465453907738976,13.345241929671532,2.0512128480360525
75,12159,52.47291161928537,13.336924137386585,0.9983990806090822
76,12161,52.47067693761515,13.326060869462278,0.9653754203670336
77,12163,52.46199578381538,13.317575315538297,1.3429268132033527
78,12165,52.45534201408199,13.315160978703375,0.9454707146287937
79,12167,52.44921417750625,13.334726282300512,1.6427416478636376
80,12169,52.453901814608756,13.343645592903329,2.1271248610967906
81,12203,52.442900947809974,13.311305248768363,3.072869058234049
82,12205,52.43381759333103,13.294071191886696,3.031861693937186
83,12207,52.42172245651974,13.30593906528223,5.593707459024673
84,12209,52.419163835088085,13.326599502753021,3.0692179935003545
85,12247,52.43903487862936,13.346847956456257,3.455766779622982
86,12249,52.42540779085729,13.350343996678056,3.872249994102801
87,12277,52.41493167050167,13.378054899166969,6.727334055783616
88,12279,52.41049739729826,13.352868371760866,1.724306474919145
89,12305,52.40155427066648,13.399752737550568,4.014771777176996
90,12307,52.389209511944436,13.384925700227065,4.130185828044148
91,12309,52.3933722920218,13.415614591551648,2.9249066021864967
92,12347,52.448621167058306,13.425609230027375,3.9873949335173595
93,12349,52.42795837139232,13.421057313170444,6.500232035718081
94,12351,52.43317370295439,13.462132250186334,3.3478327582387095
95,12353,52.42275707282457,13.461634424400469,2.7322634745375383
96,12355,52.41157734805468,13.497969380639363,8.021627589166126
97,12357,52.42987199794037,13.49113873866509,3.7960217478355567
98,12359,52.44886191120331,13.451319555325128,4.774027547685607
99,12435,52.48527519839337,13.476005585617397,4.081692632442576
100,12437,52.463529094194115,13.487289397106547,6.005358058172872
101,12459,52.46799110736273,13.51510708429235,8.203118084431964
102,12487,52.44439813006431,13.504473727146959,7.32418597211307
103,12489,52.43780988889054,13.54542966301765,6.076123312859136
104,12524,52.41172645175243,13.548177157446743,8.024134620101101
105,12526,52.400604328331134,13.565652384423451,6.420363786446463
106,12527,52.38328212433571,13.62733655985274,26.218315770803244
107,12555,52.46082219673158,13.577732802778971,10.034531158494934
108,12557,52.430313312271466,13.594275473593168,9.22984117448596
109,12559,52.41511123323262,13.668230554034503,36.470902761560524
110,12587,52.45770738017196,13.63114378147024,15.582946778756083
111,12589,52.44271397274183,13.708363981907862,21.161690197672115
112,12619,52.52398958476735,13.586886931835217,2.6045432945855986
113,12621,52.50178094166627,13.58742676935226,8.24900195239308
114,12623,52.497918334203405,13.611249992858186,13.418553688961989
115,12627,52.53709157191311,13.609949547531667,3.963966318804443
116,12629,52.53988552318346,13.589966913918307,1.6901443384369896
117,12679,52.550631934714744,13.560075318228265,2.809455015266652
118,12681,52.54701317926406,13.579160022631505,8.752049016347572
119,12683,52.504196166452864,13.5575856546931,12.715191681861139
120,12685,52.540315940136665,13.561607174153478,3.4724945431393612
121,12687,52.555641352366294,13.56476194687185,1.4341024023940299
122,12689,52.56649073339719,13.563902717593256,2.740123092020416
123,13051,52.58180629211477,13.48296697304151,8.122225858716785
124,13053,52.55112976372672,13.504917744113541,6.53346013180692
125,13055,52.541408270817904,13.496260518597625,3.1823153053911737
126,13057,52.57184564070093,13.546916516752432,4.972662399842766
127,13059,52.57965933842992,13.522583389001111,6.3800230372346425
128,13086,52.55722290397932,13.448575257562744,3.2017145463407224
129,13088,52.559523222641786,13.477100476356025,6.804073235772066
130,13089,52.56993998644404,13.443387211357518,3.845815487639071
131,13125,52.63678977077153,13.493459818050262,22.393292724868658
132,13127,52.61462780753686,13.430807709434047,15.01129049755657
133,13129,52.59386604754218,13.461592734507855,6.723531356463105
134,13156,52.581334833443506,13.39951152469693,5.874029351631833
135,13158,52.58961055024771,13.368973143269994,6.885062790776954
136,13159,52.62426758681195,13.391909425321337,12.571651539019667
137,13187,52.56937691787543,13.403160418626108,3.3163660084428477
138,13189,52.56712143375326,13.419984577952162,2.5145455732654862
139,13347,52.54756102120696,13.365532532877374,1.6339247863213893
140,13349,52.55725811755474,13.349399619288103,1.4820712615903
141,13351,52.55124080100859,13.336507621651762,2.622512842479897
142,13353,52.54277186664204,13.350389331166989,3.0173752777414244
143,13355,52.540943718934514,13.389610041022465,1.7304185483492203
144,13357,52.54950014107814,13.384981267457025,1.9871210214736936
145,13359,52.56098866816484,13.386787147211304,1.7078864482621179
146,13403,52.57510266697983,13.318665399299963,3.5004267548320316
147,13405,52.560917639031814,13.298348876192971,8.553810160956075
148,13407,52.57222709909897,13.349649500358296,4.472439546673065
149,13409,52.56728742104464,13.373106972443523,2.501795036163245
150,13435,52.601809972978984,13.346287440777997,2.1033296530703027
151,13437,52.592058461214336,13.324577569900274,4.361843663826701
152,13439,52.598345576017806,13.35837729749698,2.020776757735832
153,13465,52.64277703612868,13.29669365886242,7.9877574245550065
154,13467,52.61455004064639,13.312877764384845,5.74091421152143
155,13469,52.611231606741,13.345720492680467,7.746921189738276
156,13503,52.612194576675485,13.249333508560866,16.78973347797281
157,13505,52.58169782577523,13.244413563969246,10.426442635418827
158,13507,52.57656590046193,13.27427301890694,8.635410169995623
159,13509,52.59063354229346,13.29832493702851,4.515861489723721
160,13581,52.53115472013506,13.17960509777081,3.9301733940239716
161,13583,52.544843030551775,13.180274034287564,2.3579830942401303
162,13585,52.54706382842448,13.206508936040214,2.679925249182409
163,13587,52.57515791293983,13.18762353223016,17.752397220130824
164,13589,52.55741613085124,13.172130162201817,6.7177091940829605
165,13591,52.53654381732075,13.139832582831906,8.900371998565268
166,13593,52.51373102400645,13.169409667061043,4.544230572566594
167,13595,52.513971464586895,13.199294777898636,5.3118024552224865
168,13597,52.52650206932722,13.224878991123608,5.791185154273744
169,13599,52.546947467674066,13.234976174534925,6.984570266029531
170,13627,52.5388530292518,13.30060833951288,4.9741096367457605
171,13629,52.54245471795613,13.263418956280141,5.893343299592802
172,14050,52.520074445569605,13.268393617237788,2.5382429728165254
173,14052,52.51426486313538,13.257794397668253,2.179118374026462
174,14053,52.51701190440677,13.239995257224175,1.5964779644495593
175,14193,52.481345210660166,13.23846935659192,20.7067608190492
176,14057,52.506970688951235,13.286608096420892,1.0791680447916152
177,14059,52.52096671273546,13.288500700775714,2.8417879928514806
178,14089,52.47101027887069,13.151633178690453,24.891197962285222
179,14109,52.4197712971327,13.143607034332614,25.228377918016715
180,14129,52.44336052956219,13.197291226400841,20.47674267521725
181,14163,52.43728855682947,13.24142356952333,6.05869626395718
182,14165,52.417398692141376,13.255933872783512,3.3749591127777014
183,14167,52.421576939051164,13.278829518200311,5.780003243447986
184,14169,52.44999558563612,13.258821634128598,5.102469943981474
185,14193,52.481345210660166,13.23846935659192,20.7067608190492
186,14195,52.45858124488667,13.284630191138051,8.10420362214131
187,14197,52.473179228843634,13.31029225831698,1.5858139374514257
188,14199,52.47796152517858,13.29242183469228,2.412820711248356
189,12439,52.45437469411614,13.54202897945639,2.819698018720851
190,14055,52.500034496460785,13.21689148494761,7.904862129512094
191,15537,52.385722909698565,13.68742878512863,0.006665045884786944
192,15566,52.45973965180765,13.705352368017426,0.00024696091239530894
193,15569,52.44595675660885,13.756041666793251,0.0012217930825343894
